vriome	MF17_V0	MF53_V0	MF26_V0	MF44_V0	MF08_V0	MF57_V0	MF39_V0	MF48_V0	MF04_V0	MF40_V0	MF31_V0	MF13_V0	MF37_V0	MF55_V0	MF19_V0	MF46_V0	MF28_V0	MF02_V0	MF20_V0	MF11_V0	MF59_V0	MF06_V0	MF24_V0	MF60_V0	MF15_V0	MF27_V0	MF45_V0	MF10_V0	MF01_V0	MF49_V0	MF58_V0	MF14_V0	MF41_V0	MF23_V0	MF47_V0	MF29_V0	MF56_V0	MF38_V0	MF30_V0	MF21_V0	MF03_V0	MF52_V0	MF16_V0	MF34_V0	MF25_V0	MF07_V0	MF43_V0
VC_1197_0	-0.796295405151142	-0.635976550951251	-0.648702236721633	-0.821138424655353	1.2492991741214	-0.855949393194715	-0.872486194886124	-0.9929995940781	-0.750471115504042	-0.913363348957436	-0.957916666107111	-0.633733173535927	-0.888757459882037	-0.869874333595338	1.3168444074959	-0.704182899468597	-0.928133137811285	-0.672210459939655	-0.964683982101268	-1.08572162525863	-0.865378141258525	-0.763503101912427	-1.12380143151072	-0.571375078960213	-0.739027497478821	-0.958381930194491	-0.765407696448137	-1.08327079011978	-0.839940677196593	-0.84577001446408	1.39618121406048	-0.934068970564648	-0.678908856227008	-0.645992492604263	-0.728841289212321	-0.589884622553218	-0.65955516879301	1.34396821264234	-0.811969177335588	-0.61088690939517	-0.866575028044352	-0.622719110540388	-0.748133475183308	-0.910803836366899	-0.861526641431093	-1.03786402861433	1.53549261055836
VC_1199_0	-0.629875886685771	-0.469557032485879	-0.482282718256262	-0.654718906189981	1.19886286943883	-0.689529874729344	-0.706066676420753	-0.826580075612729	-0.58405159703867	-0.746943830492065	-0.79149714764174	-0.467313655070556	-0.722337941416666	-0.703454815129967	-0.675940109388508	-0.537763381003226	-0.761713619345914	-0.505790941474283	-0.798264463635897	-0.919302106793259	-0.698958622793154	-0.597083583447056	-0.957381913045348	-0.404955560494841	-0.57260797901345	0.777992632839819	-0.598988177982765	-0.916851271654414	-0.673521158731222	-0.679350495998709	-0.596103686286125	-0.767649452099276	-0.512489337761637	-0.479572974138892	-0.56242177074695	-0.423465104087847	-0.493135650327638	-0.831170638846552	-0.645549658870217	-0.444467390929799	-0.700155509578981	-0.456299592075017	-0.581713956717936	-0.744384317901528	-0.695107122965722	3.22590650043873	0.677927938607588
VC_1204_0	2.56732134060935	-1.05449036855542	-1.0672160543258	4.0445038985525	1.15910306531477	2.3667219017315	-1.29100001249029	-1.41151341168227	-1.16898493310821	-1.3318771665616	-1.37643048371128	1.8046649673334	-1.30727127748621	3.23086894868865	-1.26087344545805	-1.12269671707277	0.810946626725111	-1.09072427754382	-1.38319779970544	2.94732446590367	-1.28389195886269	-1.1820169195166	0.441052498853783	2.92791689152342	2.80425837207747	-1.37689574779866	-1.18392151405231	3.64412684055984	2.31041249597512	-1.26428383206825	-1.18103702235566	-1.35258278816882	-1.09742267383118	-1.06450631020843	-1.14735510681649	-1.00839844015739	-1.07806898639718	2.08260582532782	2.47212156761225	-1.02940072699934	-1.28508884564852	-1.04123292814456	-1.16664729278748	-1.32931765397107	-1.28004045903526	0.4521043210667	-1.43123504142878
VC_1208_0	1.38855335605939	-0.553651704859977	3.03157184311598	-0.738813578564079	-0.825716738105962	1.79268909514034	-0.79016134879485	-0.910674747986826	-0.668146269412768	-0.831038502866162	-0.875591820015837	0.756646692831458	-0.806432613790763	2.33507334003451	-0.760034781762606	-0.621858053377323	-0.845808291720011	-0.589885613848381	-0.882359136009994	1.75842340522919	-0.783053295167251	-0.681178255821154	-1.04147658541945	-0.489050232868939	-0.656702651387547	-0.876057084103217	-0.683082850356863	2.6390048294027	0.889655357300263	-0.763445168372806	-0.680198358660222	-0.851744124473374	-0.596584010135734	-0.56366764651299	-0.646516443121047	-0.507559776461944	-0.577230322701736	-0.91526531122065	-0.729644331244314	-0.528562063303896	0.979299809017597	-0.540394264449114	-0.665808629092034	-0.828478990275625	3.23988424624294	-0.95553918252306	-0.930396377733342
VC_1209_2	-0.506341337109046	-0.345886257815443	-0.358738760487725	-0.531080602617192	-0.618083735308667	-0.565969858994921	-0.582650414235505	-0.703154425706148	-0.460493665773113	-0.623333330878174	-0.668064139095783	-0.343641845285045	-0.598840426843402	3.22167251103707	-0.552629079051881	-0.414198414216642	-0.638081037478275	-0.382135898122954	-0.674666479900263	-0.795752286295911	-0.575402312240238	-0.473505126899644	-0.833928394213407	-0.281419054732407	-0.449111841447908	-0.668481937608434	-0.475355154198103	-0.793415689782092	-0.549939121030124	-0.555754367236824	-0.472464528417766	-0.644258641768459	-0.388816969466985	-0.356184186645718	-0.438911614343888	-0.29989674168143	-0.369546834190808	0.597727764991791	-0.521994306008483	-0.321112999774877	-0.576526871361853	-0.332670595874569	-0.45803392266004	-0.620985747605404	-0.571477409680813	-0.747887817875336	-0.722740925843896
VC_1211_0	1.77861938866214	-1.03411095872497	3.72375170435081	3.53020121924124	-1.30617599197095	2.18637727309105	-1.27062060265984	-1.39113400185182	1.24330119512153	-1.31149775673115	-1.35605107388083	1.06186780712831	-1.28689186765576	2.53352968796018	1.90245885650654	-1.10231730724232	-1.326267545585	-1.07034486771337	-1.36281838987499	2.06280932191162	-1.26351254903224	1.21739120712726	0.959880709159328	-0.969509486733931	2.92079996246141	-1.35651633796821	1.49039740165273	2.9925754837135	1.13080877521592	-1.2439044222378	-1.16065761252521	-1.33220337833837	-1.07704326400073	-1.04412690037798	-1.12697569698604	-0.988019030326936	-1.05768957656673	2.04970025279264	2.21383406207896	-1.00902131716889	1.41882326287946	-1.02085351831411	2.39147950569866	-1.30893824414062	3.27831627591449	0.0158877604064556	0.131122887885305
VC_1212_0	-1.4393182565658	-1.27899940236591	-1.29172508813629	-1.46416127607001	-1.5510644356119	-1.49897224460938	-1.51550904630079	-1.63602244549276	-1.3934939669187	-1.5563862003721	-1.60093951752177	-1.27675602495059	-1.5317803112967	-1.51289718501	1.33010405477009	-1.34720575088326	-1.57115598922595	-1.31523331135432	-1.60770683351593	-1.72874447667329	-1.50840099267319	-1.40652595332709	-1.76682428292538	-1.21439793037487	-1.38205034889348	-1.60140478160915	-1.4084305478628	-1.72629364153445	-1.48296352861125	-1.48879286587874	-1.40554605616616	-1.57709182197931	-1.32193170764167	-1.28901534401892	-1.37186414062698	-1.23290747396788	-1.30257802020767	0.526145942174113	-1.45499202875025	-1.25390976080983	-1.50959787945901	-1.26574196195505	-1.39115632659797	-1.55382668778156	-1.50454949284575	-1.680886880029	-1.65574407523928
VC_1215_6	0.401523083773002	0.561841937972894	0.549116252202512	0.376680064268792	0.289776904726909	0.34186909572943	5.96370578032606	0.204818894846044	0.447347373420103	0.284455139966709	0.239901822817033	0.564085315388218	0.309061029042108	0.327944155328807	0.355458861070265	0.493635589455548	0.269685351112859	0.52560802898449	0.233134506822877	0.112096863665515	0.33244034766562	0.434315387011717	0.0740170574134255	0.626443409963932	0.458790991445324	0.239436558729654	0.432410792476008	0.11454769880436	0.357877811727552	0.352048474460065	0.435295284172649	0.263749518359497	0.518909632697137	6.7315601319188	0.468977199711824	0.607933866370927	0.538263320131135	0.200228331612221	0.385849311588557	0.586931579528975	0.331243460879792	0.575099378383757	0.449685013740837	0.287014652557246	0.336291847493052	0.15995446030981	4.55398161273501
VC_1221_0	-0.528449805593827	-0.368130951393936	-0.380856637164318	-0.553292825098038	-0.640195984639921	-0.588103793637401	-0.604640595328809	-0.725153994520786	-0.482625515946727	-0.645517749400122	-0.690071066549797	-0.365887573978612	-0.620911860324722	-0.602028734038023	-0.574514028296565	-0.436337299911283	-0.660287538253971	-0.40436486038234	-0.696838382543953	-0.817876025701315	-0.59753254170121	-0.495657502355113	-0.855955831953405	-0.303529479402898	-0.471181897921507	-0.690536330637176	-0.497562096890822	-0.81542519056247	-0.572095077639278	-0.577924414906765	0.338092716183151	-0.666223371007333	-0.411063256669693	-0.378146893046949	-0.460995689655007	-0.322039022995903	-0.391709569235695	-0.729744557754609	-0.544123577778273	-0.343041309837855	-0.598729428487038	-0.354873510983073	-0.480287875625993	-0.642958236809585	-0.593681041873778	-0.77001842905702	4.79789204918596
VC_1340_0	-0.301533201922867	-0.141214347722975	-0.153940033493358	-0.326376221427077	-0.41327938096896	-0.36118718996644	-0.377723991657849	-0.498237390849825	-0.255708912275766	4.06773232447961	1.7109794009126	-0.138970970307652	-0.393995256653762	-0.375112130367062	-0.347597424625604	-0.209420696240322	-0.43337093458301	-0.177448256711379	-0.469921778872993	4.82093581298718	6.4767191029109	-0.268740898684152	-0.629039228282444	-0.0766128757319373	-0.244265294250546	-0.463619726966216	1.09073072686354	3.31286050490776	-0.345178473968318	-0.351007811235805	-0.267761001523221	-0.439306767336372	-0.184146652998732	-0.151230289375988	-0.234079085984046	-0.0951224193249426	-0.164792965564734	-0.502827954083648	-0.317206974107313	-0.116124706166895	-0.371812824816077	-0.127956907312113	-0.253371271955032	2.96371984073407	-0.366764438202818	-0.543101825386059	-0.517959020596341
