	TCGA.BH.A1FE.06A.11R.A213.07	TCGA.E2.A15E.06A.11R.A12D.07	TCGA.E2.A15K.06A.11R.A12P.07	TCGA.BH.A18V.06A.11R.A213.07	TCGA.AC.A6IX.06A.11R.A32P.07	TCGA.BH.A1ES.06A.12R.A24H.07	TCGA.E2.A15A.06A.11R.A12D.07	TCGA.E2.A10A.01A.21R.A115.07	TCGA.D8.A1JJ.01A.31R.A14M.07	TCGA.C8.A274.01A.11R.A16F.07	TCGA.D8.A1J8.01A.11R.A13Q.07	TCGA.D8.A1JF.01A.11R.A13Q.07	TCGA.D8.A146.01A.31R.A115.07	TCGA.D8.A1JK.01A.11R.A13Q.07	TCGA.D8.A147.01A.11R.A115.07	TCGA.D8.A1J9.01A.11R.A13Q.07	TCGA.D8.A1JA.01A.11R.A13Q.07	TCGA.D8.A1JE.01A.11R.A13Q.07	TCGA.D8.A1JD.01A.11R.A13Q.07	TCGA.D8.A1JB.01A.11R.A13Q.07	TCGA.D8.A1JG.01B.11R.A13Q.07	TCGA.D8.A1JH.01A.11R.A13Q.07	TCGA.D8.A1JI.01A.11R.A13Q.07	TCGA.D8.A4Z1.01A.21R.A266.07	TCGA.D8.A1JC.01A.11R.A13Q.07	TCGA.D8.A140.01A.11R.A115.07	TCGA.C8.A27A.01A.11R.A169.07	TCGA.E2.A106.01A.11R.A10J.07	TCGA.E2.A105.01A.11R.A10J.07	TCGA.C8.A8HQ.01A.11R.A36F.07	TCGA.D8.A73X.01A.11R.A32P.07	TCGA.C8.A27B.01A.11R.A169.07	TCGA.C8.A8HP.01A.11R.A36F.07	TCGA.E2.A108.01A.13R.A10J.07	TCGA.C8.A3M7.01A.12R.A21T.07	TCGA.C8.A3M8.01A.11R.A213.07	TCGA.E2.A107.01A.11R.A10J.07	TCGA.D8.A1JL.01A.11R.A13Q.07	TCGA.C8.A8HR.01A.11R.A36F.07	TCGA.D8.A142.01A.11R.A115.07	TCGA.C8.A278.01A.11R.A169.07	TCGA.D8.A143.01A.11R.A115.07	TCGA.D8.A145.01A.11R.A115.07	TCGA.D8.A141.01A.11R.A115.07	TCGA.E2.A109.01A.11R.A10J.07	TCGA.D8.A73W.01A.22R.A352.07	TCGA.D8.A13Y.01A.11R.A115.07	TCGA.D8.A73U.01A.11R.A33J.07	TCGA.D8.A13Z.01A.11R.A115.07	TCGA.C8.A275.01A.21R.A16F.07	TCGA.D8.A27P.01A.11R.A16F.07	TCGA.D8.A1XL.01A.11R.A14M.07	TCGA.D8.A1XK.01A.21R.A14M.07	TCGA.D8.A1XM.01A.21R.A14M.07	TCGA.D8.A1XO.01A.11R.A14M.07	TCGA.D8.A1XQ.01A.11R.A14M.07	TCGA.D8.A1XJ.01A.11R.A14M.07	TCGA.D8.A1XG.01A.11R.A14D.07	TCGA.D8.A27H.01A.11R.A16F.07	TCGA.D8.A1XD.01A.11R.A14D.07	TCGA.D8.A1XF.01A.11R.A14D.07	TCGA.D8.A27G.01A.11R.A16F.07	TCGA.D8.A27F.01A.11R.A16F.07	TCGA.D8.A1XR.01A.11R.A14M.07	TCGA.D8.A1Y2.01A.11R.A157.07	TCGA.D8.A1XW.01A.11R.A14M.07	TCGA.D8.A1XY.01A.11R.A14M.07	TCGA.D8.A1Y1.01A.21R.A14M.07	TCGA.D8.A1XZ.01A.11R.A14M.07	TCGA.D8.A1Y3.01A.11R.A157.07	TCGA.D8.A1XV.01A.11R.A14M.07	TCGA.D8.A1XS.01A.11R.A14M.07	TCGA.D8.A1XT.01A.11R.A14M.07	TCGA.D8.A27E.01A.11R.A16F.07	TCGA.D8.A1XU.01A.11R.A14M.07	TCGA.D8.A27I.01A.11R.A16F.07	TCGA.D8.A1XC.01A.11R.A14D.07	TCGA.D8.A27W.01A.11R.A16F.07	TCGA.D8.A1JU.01A.11R.A13Q.07	TCGA.D8.A1X5.01A.11R.A14D.07
TCGA.D8.A1J8.01A.11R.A13Q.07	0.87280209938176	0.902828120835607	0.861033534938952	0.888181017220162	0.91261943353421	0.822847623147478	0.945424763042001	0.944768854245122	0.941023054058801	0.93491519385833	1	0.865893805711033	0.937295376847634	0.889511483392446	0.907710803643065	0.935392334274102	0.937276092415618	0.946390479264716	0.950201141794411	0.929973064513276	0.87885164115028	0.937592304443553	0.866476547520181	0.891977944583905	0.936490364942985	0.921782887504911	0.933260549358897	0.881538781782526	0.903105581463195	0.911943714726837	0.910519221836476	0.908815759026199	0.869071059971091	0.916710531817107	0.914629074571652	0.921686098045632	0.889449939741145	0.927783666697927	0.902714049368087	0.869325911371489	0.921382250858398	0.912630460999263	0.939044385746216	0.936278186276243	0.919371281888845	0.913142659665467	0.841039475350776	0.908647391575239	0.893509199974665	0.930460003411199	0.923113951143398	0.91214855573944	0.924084723657701	0.950951796998243	0.9575784171278	0.86392748073785	0.940455473105366	0.860178460821391	0.858976285654173	0.889936439414382	0.865474156894097	0.904909740641925	0.885042546803522	0.935005680758635	0.934700085063027	0.916219159038401	0.941942910767553	0.941491273213893	0.93119199858028	0.882505422356863	0.901042416514477	0.947163879454938	0.92668153235531	0.890631162314699	0.902062351912304	0.931347338915332	0.893860206908379	0.908720643349348	0.936907503651971	0.941162156403382
TCGA.D8.A1JF.01A.11R.A13Q.07	0.849482432892674	0.857492472340355	0.801737568817383	0.791170922493683	0.847326241374399	0.747545202906094	0.81880849963308	0.85542549226786	0.811885412308315	0.842540365750831	0.865893805711033	1	0.846570010462214	0.87112333718655	0.806731669240456	0.846858626148951	0.827824052704799	0.836727157571101	0.82908495255211	0.830505790668846	0.879874899734483	0.860547991022485	0.772120219733274	0.833518081969757	0.813283750639078	0.843647191523645	0.821950674251664	0.798261592572577	0.769724576493939	0.820387167865554	0.838137032109994	0.788846769980437	0.771859969831874	0.829101448605304	0.857697368831841	0.823450434118107	0.840221787801035	0.830174111377768	0.812467556361688	0.759513154108193	0.867014905528008	0.815968629352754	0.839082265037898	0.872964915567284	0.81684265314788	0.829987832891188	0.712395658971631	0.826393362319813	0.832015945454908	0.856905054924866	0.833003898072403	0.831727139875493	0.786870437384869	0.855207924460541	0.86803255899614	0.744030808546988	0.848927239053533	0.715886428449043	0.733112784541885	0.764200298403437	0.717965441255516	0.803018877607094	0.740236772921945	0.851852763861456	0.835249521155756	0.811935151932191	0.84145288126988	0.856401400073316	0.827761094682673	0.807224798679825	0.806002497629142	0.869198497980678	0.825883575883576	0.823821377514552	0.819029463226509	0.86873368676592	0.802853883755694	0.812816148826479	0.859998041818277	0.831056805015641
TCGA.D8.A146.01A.31R.A115.07	0.890741729980658	0.930445827056184	0.902190378856775	0.889260745910056	0.925290811264932	0.863901036779352	0.931326388459295	0.959590496894617	0.942873720887524	0.935962780901015	0.937295376847634	0.846570010462214	1	0.893014546653613	0.921844212040396	0.913727233556991	0.901189568445371	0.937747032996685	0.962468380362527	0.959157624851461	0.864846119857438	0.974368993416276	0.903273893238561	0.95699354257396	0.94214680946834	0.95817188435356	0.922500579379281	0.935038873040474	0.91728989091937	0.938376405138469	0.968937815892385	0.877778868775689	0.908900947955902	0.941007809848151	0.933749479872451	0.953698336410569	0.938022289618972	0.908310420275265	0.953158323485686	0.888796221647475	0.909350271142001	0.900127279065706	0.971121963543794	0.955772066874487	0.935537641903922	0.943397718642173	0.813403953646462	0.944379202950038	0.906304712058745	0.911280418539493	0.967225031298664	0.927540049756095	0.88657277135203	0.964332063044869	0.955078963775489	0.909446234152004	0.898046804071583	0.914178959478881	0.883303846132311	0.908689732444217	0.879800097312042	0.931772864686591	0.89119883722828	0.962785426137178	0.955436904391551	0.913948247379185	0.961959281739265	0.957172731964618	0.946484522491424	0.893467541581304	0.92008296719541	0.965387592347905	0.923983416487328	0.939266278865361	0.951690023315132	0.974768627355698	0.920489697027055	0.94523479758601	0.970046252960995	0.954398961614624
TCGA.D8.A1JK.01A.11R.A13Q.07	0.903163103813478	0.880424022863463	0.833421160046895	0.880207774226466	0.862113259294391	0.831421696322626	0.873578511744619	0.900886581419333	0.885347701492304	0.859354368906489	0.889511483392446	0.87112333718655	0.893014546653613	1	0.873094368131287	0.878204463233467	0.866773777278125	0.853733449802877	0.893791639663617	0.886643144755918	0.918918022539426	0.88938927793824	0.816304982388244	0.875170548589393	0.873493500572403	0.872100669494215	0.862990996724647	0.86326601983117	0.842895543773614	0.892164762051343	0.882677999870832	0.878457572793085	0.897696687755088	0.903833811609805	0.886760864145446	0.87170639867459	0.870472836170861	0.914334455884246	0.879434173083236	0.883850719767129	0.883273117090824	0.901315665675158	0.885049171825023	0.916493683462754	0.861266172068293	0.869078203134455	0.791528214058042	0.882770234009959	0.937732768502595	0.923457332330523	0.870972017645679	0.895203224918304	0.873676556651134	0.892281567116895	0.887177255005835	0.84718118747284	0.911694950049922	0.831245325921444	0.850731297895439	0.854818271219669	0.811729583638814	0.863679887504891	0.871207886424304	0.885309112190197	0.9081290166688	0.898801129908161	0.88044384846035	0.887645350776606	0.88561852603588	0.859816960405699	0.863897438772472	0.881436574241394	0.88920446945357	0.861126697981008	0.875944608014339	0.896513629059818	0.866192795079629	0.862140805844471	0.889336158813226	0.878999251285735
TCGA.D8.A147.01A.11R.A115.07	0.86249939441534	0.887788938930409	0.839675190021318	0.906555966902611	0.894103786360308	0.822468829516938	0.904129598461168	0.923005726247216	0.948758800772273	0.893832374422181	0.907710803643065	0.806731669240456	0.921844212040396	0.873094368131287	1	0.906297276307208	0.878655691569257	0.904200718298413	0.93954782867281	0.932338553773985	0.861169474192815	0.91631529450381	0.835844136283742	0.902504297715791	0.927449094763319	0.911425585648797	0.915552511697662	0.883320283512953	0.882931626989462	0.900171096916755	0.903900701419243	0.931524182853839	0.898401567044489	0.901758684087684	0.894665691718361	0.901337662800198	0.89268561000828	0.929422522389381	0.901120329664762	0.906001822039587	0.892475193080798	0.926301292582942	0.913849778698032	0.923735648306904	0.918281870618091	0.900717925195667	0.855775469734688	0.900831094621808	0.914972186312535	0.913293459966338	0.896710596101116	0.932696730733086	0.913362133618223	0.92578588094837	0.920210511966053	0.916854230915265	0.903529758437822	0.898101730166002	0.920815112136798	0.906749064222387	0.86701328305486	0.929191983489475	0.938895811063124	0.917279561275876	0.920644032815183	0.919384801701804	0.918067277670475	0.926139175303029	0.933051390678773	0.878571296900884	0.876292072906085	0.928325614173053	0.927265588302147	0.880453779145797	0.909256485395814	0.923486741149205	0.880310614419292	0.926546578364812	0.917453108542167	0.908066119393053
TCGA.D8.A1J9.01A.11R.A13Q.07	0.848850295002269	0.905142596750394	0.89727799254456	0.888315449630846	0.911156159346207	0.811042134743092	0.919742619831899	0.937319206359043	0.945417087879578	0.940590074555891	0.935392334274102	0.846858626148951	0.913727233556991	0.878204463233467	0.906297276307208	1	0.916224603117954	0.929975694862838	0.933836756939677	0.906264173726027	0.864906764549739	0.91280493819613	0.85967580819326	0.87694627338955	0.938457993312221	0.926318807620074	0.943667989523601	0.916690360752005	0.908800384470052	0.908367612179018	0.892890782392886	0.900581438520641	0.893435098731075	0.897607650750647	0.906959216484063	0.919994833956871	0.911193090932748	0.931593571931718	0.910294074913039	0.857481747160392	0.930030943199781	0.920308974835032	0.917497131931851	0.921571042687622	0.941504379486854	0.928027700894035	0.864757463339914	0.894832480036784	0.890498495267361	0.934035245339598	0.896825468538515	0.919558254908668	0.902487168300327	0.936755674878486	0.940734143226561	0.860186624928833	0.936113245174226	0.859265133205476	0.863303177820671	0.902845834129598	0.882221571086562	0.884580734815068	0.879246133624075	0.928646173383871	0.926390799281085	0.892923786176016	0.909717291602499	0.928297241022409	0.920730667821093	0.896218023440984	0.919762857863542	0.932122933108012	0.923666629313034	0.905634816451573	0.906435840239685	0.918760823151245	0.914774847022744	0.917760513357747	0.911176253320795	0.95266466861668
TCGA.D8.A1JA.01A.11R.A13Q.07	0.843794892275897	0.876310368424749	0.859401471109967	0.843202122074389	0.875101996150971	0.802813384551492	0.886272798533396	0.902800469154779	0.896235948038159	0.906686894163863	0.937276092415618	0.827824052704799	0.901189568445371	0.866773777278125	0.878655691569257	0.916224603117954	1	0.92904462749381	0.928632918241194	0.899158404813939	0.841591532859214	0.902937339970611	0.853673247212263	0.863213386041355	0.904008244279252	0.889564603911985	0.885336288356145	0.882433306555645	0.880340750341102	0.880301747582148	0.888021307483982	0.864349049282101	0.858373029090309	0.888747892535397	0.876155126153062	0.898480141047053	0.870326549583682	0.883117559204691	0.870198825988586	0.820153135517192	0.882685265938006	0.902679767350188	0.90467422739661	0.891325820354621	0.896618528457701	0.892206830410468	0.83154770321392	0.866225912290686	0.869793854624144	0.911614038322896	0.892470624438058	0.895541480734301	0.884988047304225	0.927991478570881	0.919608343527689	0.822269826790742	0.913894901668821	0.836157980902505	0.855149634712891	0.883044967728994	0.853039909425518	0.866603336565378	0.842693526742554	0.922597043565621	0.906016598813994	0.858764970846157	0.905377931834774	0.917430708209184	0.888002672267874	0.840979747055585	0.899347699195456	0.915034374539669	0.89986404735454	0.878932465680989	0.870615992923806	0.901624742971883	0.880149557942604	0.888062929208939	0.898090516860117	0.913020257207003
TCGA.D8.A1JE.01A.11R.A13Q.07	0.837338156203086	0.902547412985367	0.887054771828808	0.842855819478823	0.910743717357694	0.827420463956294	0.920504221649014	0.955612243682163	0.916545579060412	0.95315139627616	0.946390479264716	0.836727157571101	0.937747032996685	0.853733449802877	0.904200718298413	0.929975694862838	0.92904462749381	1	0.932821416001287	0.920886983785276	0.826848273523928	0.938275751736255	0.904017716006647	0.892639216433966	0.925949448627087	0.929719693520254	0.923366350718837	0.905034136722918	0.919382378932642	0.892462728571156	0.907037419717712	0.862573986229874	0.846262004783001	0.90165015497534	0.901595011404305	0.922705375481853	0.900619359844483	0.885610044928766	0.890663203154614	0.824162634145639	0.905720779949587	0.883687214643912	0.930290130304437	0.91353661397343	0.916972769379617	0.948865542179459	0.851834729086273	0.898433989556977	0.858446215208367	0.893934324029851	0.915104065587963	0.897021272356712	0.882431570011359	0.949911456492855	0.959027137096428	0.851122014050871	0.896612596359804	0.872198695451167	0.8481408429331	0.87019066532511	0.878032332857533	0.885433986237553	0.83450813448457	0.939714833752633	0.93526682731049	0.882060024455634	0.926316945418304	0.940471875024529	0.908877280850165	0.868703168881495	0.931353026009105	0.947791921934531	0.889663939353742	0.941259347635168	0.913827498445037	0.932362428083091	0.928322199379822	0.924918495930008	0.93934631119799	0.942780887406622
TCGA.D8.A1JD.01A.11R.A13Q.07	0.872122860664921	0.941041332023872	0.900496622602247	0.891890084371014	0.920536934676423	0.85364459731404	0.943356716982333	0.952785803001953	0.959672700121082	0.941918380060767	0.950201141794411	0.82908495255211	0.962468380362527	0.893791639663617	0.93954782867281	0.933836756939677	0.928632918241194	0.932821416001287	1	0.950888328739347	0.862838588825143	0.952846219561029	0.895060265147679	0.928515772519321	0.954568374985427	0.941886608091186	0.933035899215242	0.914986769453705	0.930068607422807	0.946843210141593	0.958855297699243	0.910894414955652	0.903542840717545	0.92052633640079	0.910931796009898	0.952785235805307	0.943990016603454	0.924443695842223	0.939483772974778	0.88791695892173	0.903538049098353	0.928392084564623	0.959454424385049	0.952206682370784	0.955379686224167	0.911440677103417	0.838268724230648	0.922502626923442	0.906448926085158	0.921080582512274	0.955431474554582	0.954690869524011	0.905925317083752	0.965958274026756	0.954944765550206	0.904334550304184	0.923884014708446	0.903586961500649	0.906186325859447	0.93776818230738	0.892339695028531	0.94120164926891	0.911261595843716	0.956880555357772	0.956754943538744	0.912413758032169	0.964784243703975	0.972537451733496	0.95959711885721	0.918838156528267	0.925300226424498	0.963891482279292	0.933019631788389	0.918822799098291	0.937751468406169	0.950418809295233	0.91894795285124	0.948847006287977	0.947495312809738	0.955430757652889
TCGA.D8.A1JB.01A.11R.A13Q.07	0.894123488349532	0.914037336453331	0.871409262277113	0.913546081413862	0.933255286936502	0.852344273286414	0.93354330798507	0.938482375003751	0.931013786605117	0.905472129829683	0.929973064513276	0.830505790668846	0.959157624851461	0.886643144755918	0.932338553773985	0.906264173726027	0.899158404813939	0.920886983785276	0.950888328739347	1	0.865692458549282	0.963313198124653	0.87642804855316	0.953634488642928	0.952007596598933	0.928545920140335	0.913035387911125	0.906760208129567	0.896623909818096	0.907105811373162	0.946700999019559	0.921296535657567	0.893993642249186	0.950034443691049	0.949497786630007	0.931117853069288	0.921296064952198	0.927097596825444	0.952988980336989	0.889419648886294	0.895222055451263	0.906868670752554	0.957424955097277	0.946040183953936	0.912594942174457	0.926887321569221	0.828202306470073	0.935233239035555	0.911122501207605	0.911091616664775	0.94792011101456	0.923435705108026	0.90820892959665	0.952601737438648	0.94545150953312	0.911187230979562	0.890539727622131	0.908493770603013	0.874947116957876	0.910024579158127	0.904118240343987	0.907125564849045	0.898143671230913	0.937669643394827	0.944238215845539	0.948458096507517	0.942287664287882	0.93405915041191	0.929990356036813	0.892070057962981	0.904052160148007	0.946082441471414	0.926158122959546	0.916768559744443	0.95126544106685	0.966517627879245	0.900364800392615	0.944822309070578	0.962020223900989	0.933753547756397
TCGA.D8.A1JG.01B.11R.A13Q.07	0.863082464953512	0.869284342263021	0.793620967542098	0.869436025201818	0.870428426196068	0.829233961308666	0.857079771086674	0.869337392396095	0.859968273864423	0.828374379374735	0.87885164115028	0.879874899734483	0.864846119857438	0.918918022539426	0.861169474192815	0.864906764549739	0.841591532859214	0.826848273523928	0.862838588825143	0.865692458549282	1	0.865170766630476	0.789787581297985	0.852458089617702	0.861585859511266	0.864754025479542	0.866129279926486	0.819031414394173	0.813426341898357	0.848774584974588	0.837103561342321	0.837819258632944	0.845689811229028	0.865596540228589	0.862573793397412	0.83887005533628	0.842593197167049	0.897529114749759	0.850936821034229	0.83115478835418	0.874124522745459	0.870774497085595	0.867592468872911	0.900381197536525	0.862171314129081	0.839455468785182	0.757784676878669	0.85655281895586	0.898993503752079	0.899028525944664	0.835659939311827	0.86261684991253	0.853380995032326	0.878492879628465	0.871912396098915	0.797934754944628	0.883755403932388	0.775177315640618	0.81214430565865	0.856609652991937	0.809794328624871	0.835978248546274	0.826177212978709	0.862932668292151	0.865777418189638	0.858286289426259	0.844812945348063	0.854586416028673	0.859178854906932	0.827478596599567	0.824367047678625	0.868829278046848	0.87363490790623	0.847017867974635	0.83521475549248	0.881645929424556	0.836657991873653	0.852353428681733	0.868081193552013	0.861876051321322
TCGA.D8.A1JH.01A.11R.A13Q.07	0.890717427860223	0.931311708391021	0.885724349020372	0.897655988178503	0.934772787507173	0.870743087304652	0.931494940573541	0.959367711609258	0.93734291975329	0.932547938767866	0.937592304443553	0.860547991022485	0.974368993416276	0.88938927793824	0.91631529450381	0.91280493819613	0.902937339970611	0.938275751736255	0.952846219561029	0.963313198124653	0.865170766630476	1	0.892759041442202	0.95739576543505	0.940839471217568	0.95108000447587	0.915496890777335	0.907592557980432	0.898651925246695	0.91274967733099	0.948893720080627	0.888198716286913	0.894367091007764	0.956989431539675	0.940489241425901	0.943169815680065	0.939292461647024	0.91912695201522	0.947312476921388	0.881999315469534	0.911055996112694	0.909245488260365	0.965597295713742	0.957150413737006	0.917236995652045	0.948406469695526	0.823741727615998	0.934203422010099	0.899586769614015	0.907351102168152	0.95288035032917	0.921207954479647	0.900938852103483	0.972824799793581	0.961129440546437	0.892434650891891	0.91035658441514	0.896595024743056	0.886513064221786	0.907109610877044	0.88624754497131	0.924402254790939	0.883066423274185	0.946204507431184	0.954764051995109	0.921562202972775	0.944768680012626	0.95014433009389	0.94473360467336	0.890859475347741	0.921055719925016	0.967381074839064	0.927435717223013	0.944103163077619	0.953966835959995	0.976540566873331	0.923462100792599	0.945272310980263	0.980364838469122	0.947526430718032
TCGA.D8.A1JI.01A.11R.A13Q.07	0.777748548518198	0.910014348753262	0.919354989576044	0.817886535553603	0.875560837863048	0.870832923923602	0.895421072918885	0.899244280002635	0.875555102537482	0.926518983479823	0.866476547520181	0.772120219733274	0.903273893238561	0.816304982388244	0.835844136283742	0.85967580819326	0.853673247212263	0.904017716006647	0.895060265147679	0.87642804855316	0.789787581297985	0.892759041442202	1	0.876276013504175	0.865555765301838	0.901776968777472	0.881633701494762	0.916505416221363	0.924776361094889	0.89052573839141	0.906038338305093	0.822126532201437	0.822979357015643	0.834596354418281	0.852763116418459	0.920402573284583	0.903644410966898	0.835883321650687	0.868614923476927	0.781896613098647	0.83448780337417	0.835608344398909	0.901664285677592	0.879838407401056	0.897083674644081	0.884625554510789	0.835618841580719	0.876564778842715	0.812475441756745	0.822762753929504	0.901560706935612	0.882553072836935	0.81957612445265	0.899890148902888	0.896687072114134	0.812743148429643	0.846221125484795	0.865254696421324	0.797134863052613	0.820958746514992	0.870985601388713	0.848778304310834	0.788584032895339	0.908650245201867	0.906526954970298	0.819388898771004	0.897735581760162	0.902249057208428	0.857797618940434	0.862294952763129	0.920904397782732	0.915974478118693	0.84651578039392	0.916337996309694	0.892253133966278	0.887689814546056	0.927401884025164	0.912664947319651	0.887566576558873	0.910409774938666
TCGA.D8.A4Z1.01A.21R.A266.07	0.884655976592617	0.925691463247039	0.869308279722373	0.886950611007432	0.922262301639821	0.858184331625117	0.901783219661122	0.916245856396973	0.903242486360403	0.907264519615021	0.891977944583905	0.833518081969757	0.95699354257396	0.875170548589393	0.902504297715791	0.87694627338955	0.863213386041355	0.892639216433966	0.928515772519321	0.953634488642928	0.852458089617702	0.95739576543505	0.876276013504175	1	0.923678229885605	0.917079737934637	0.893377106146775	0.907537906494676	0.892526115410444	0.900415592127988	0.948411891824122	0.856158285176364	0.900886726894057	0.934309186588586	0.953761315351239	0.924696723540077	0.929645615157783	0.886615174658329	0.963957316955214	0.875999787167296	0.870097547011037	0.874748089456631	0.961180590612982	0.939547749616722	0.901989464075135	0.918220779634206	0.794973028156599	0.918029980391645	0.88708058572771	0.878931054311899	0.951462289386529	0.908944299265524	0.856752119142658	0.934156335159854	0.933563344653639	0.895107393417735	0.871624825875135	0.890393678761999	0.864035750056776	0.905098501042161	0.868042847740153	0.900492073007088	0.872007112192427	0.924392990189166	0.920127691153743	0.918274117677986	0.919618963909546	0.920524030174341	0.921781205813373	0.871851585450476	0.889150099552148	0.939007598507681	0.898161925734471	0.916687083091186	0.946154724144277	0.957564319643586	0.893664282520206	0.91719409794245	0.954600880803888	0.907064455091831
TCGA.D8.A1JC.01A.11R.A13Q.07	0.875096458609132	0.909500100927503	0.866915992891242	0.893532910529395	0.922985523335076	0.832513290473722	0.943607927280622	0.941360480190082	0.948369431926374	0.92859953941234	0.936490364942985	0.813283750639078	0.94214680946834	0.873493500572403	0.927449094763319	0.938457993312221	0.904008244279252	0.925949448627087	0.954568374985427	0.952007596598933	0.861585859511266	0.940839471217568	0.865555765301838	0.923678229885605	1	0.927847613879392	0.924868786123017	0.902635462942158	0.903613889946344	0.913621065921724	0.919525012073901	0.90458706585184	0.888801827886942	0.93853145332673	0.916104809464487	0.92012794064033	0.911622128019665	0.926729836986079	0.935671777200701	0.898728304996121	0.911387084005336	0.907296197491477	0.950360369427818	0.935115095449671	0.918411909447156	0.918614065121555	0.831988417215871	0.906573302042789	0.913121053227018	0.912633076548905	0.943168627024649	0.912445381646391	0.904120728717765	0.954077896332407	0.938472706769752	0.914935647772716	0.915329203483077	0.923401970537291	0.871845051222739	0.927527943814579	0.902754462929274	0.909457122469023	0.91763463030613	0.91500399748929	0.927370122020585	0.92702053308091	0.943919013019038	0.934546918564296	0.937890433549036	0.895332821711046	0.902352116636932	0.933197468455798	0.920723633378185	0.911663352463742	0.943904249055037	0.957047975354756	0.904085503931602	0.92995659806411	0.945500079452582	0.945478323521534
TCGA.D8.A140.01A.11R.A115.07	0.851640780624701	0.941262485106019	0.934148470658375	0.894004813556931	0.92263796440359	0.840523244410192	0.923199448293118	0.962374138820732	0.930321786165448	0.931444396998015	0.921782887504911	0.843647191523645	0.95817188435356	0.872100669494215	0.911425585648797	0.926318807620074	0.889564603911985	0.929719693520254	0.941886608091186	0.928545920140335	0.864754025479542	0.95108000447587	0.901776968777472	0.917079737934637	0.927847613879392	1	0.933052446010947	0.919513252098697	0.893788203726847	0.91449604719669	0.942047534873794	0.876054428419471	0.888052728080977	0.911311167130488	0.897713310007952	0.953614348974862	0.952747448352877	0.910762574380966	0.923689713094206	0.844471568664543	0.898336646295536	0.890618636856037	0.936188766567857	0.929935465873444	0.924185185552841	0.948954389777365	0.829551119563018	0.932457578449664	0.876259099897656	0.905577720231276	0.937513717432078	0.9317604190301	0.882764181413508	0.945025180758268	0.953309266683382	0.87152115656798	0.88799304114022	0.881792766145263	0.871606486561208	0.888656509853042	0.880420394296804	0.910520274996609	0.850389935049964	0.950063424126406	0.93488237790781	0.879035626284159	0.937499075629026	0.944053096640973	0.942105528815672	0.901025554242966	0.912992713617464	0.950376257058467	0.905938944006256	0.943326590440711	0.926122762570646	0.95715973145284	0.926101372740074	0.938729600927128	0.941670008340062	0.960853484925289
TCGA.C8.A27A.01A.11R.A169.07	0.855418056648091	0.916810405877508	0.884485962406268	0.891003185974249	0.902623547237758	0.852019648687279	0.935748920583521	0.941657500712985	0.951793160543138	0.937235928019223	0.933260549358897	0.821950674251664	0.922500579379281	0.862990996724647	0.915552511697662	0.943667989523601	0.885336288356145	0.923366350718837	0.933035899215242	0.913035387911125	0.866129279926486	0.915496890777335	0.881633701494762	0.893377106146775	0.924868786123017	0.933052446010947	1	0.904188369153475	0.920871983281309	0.923287315107089	0.898640854171758	0.894300406970325	0.884561926203198	0.879961528920304	0.902252332095554	0.922430811835474	0.910570148388397	0.926218777066789	0.918367163120091	0.8718342520581	0.913992829733187	0.910802258427703	0.935516137392641	0.920105831182614	0.955537545137788	0.914039038895247	0.879733523627677	0.891872907899471	0.880642040579236	0.904794912378866	0.906884149461918	0.923927021163214	0.906618636331843	0.926070823318467	0.939812180713406	0.893168350849052	0.914848031014624	0.892432961036273	0.891992925054052	0.920373076741214	0.918670567133857	0.905062312211921	0.892871520726674	0.939229015273165	0.931160873471023	0.903489407422187	0.922144600375199	0.944831980567108	0.943143818667472	0.896814954364318	0.917322887646209	0.93520382981977	0.934370973949982	0.908776539826333	0.904090097281132	0.910444265638977	0.927331804307339	0.937734500480878	0.914162859210279	0.94415031144864
TCGA.E2.A106.01A.11R.A10J.07	0.838771700549291	0.900778531987343	0.932665339140856	0.858495990090383	0.86454687931687	0.843733929330579	0.899731567194387	0.91920202444798	0.917375104600243	0.929352313909353	0.881538781782526	0.798261592572577	0.935038873040474	0.86326601983117	0.883320283512953	0.916690360752005	0.882433306555645	0.905034136722918	0.914986769453705	0.906760208129567	0.819031414394173	0.907592557980432	0.916505416221363	0.907537906494676	0.902635462942158	0.919513252098697	0.904188369153475	1	0.919822364128414	0.902168275768057	0.928907358865941	0.84761887110326	0.907047358579838	0.889664027556294	0.894281813148417	0.939789612282489	0.925764610786944	0.86003625797793	0.918409718893541	0.877074493872724	0.880949040555636	0.881406083208267	0.918372296646404	0.902473132170266	0.925104451069816	0.923928341423379	0.854527631332148	0.892277614612256	0.883741629550987	0.896608042053333	0.929350174748791	0.909680734641937	0.84477549539142	0.913559650184419	0.906604960080072	0.893817426338499	0.880158517529087	0.908417849182709	0.840343104948233	0.879022242839256	0.874327310754169	0.886188417547735	0.854260614075605	0.926563631525104	0.925897336361808	0.863999728296574	0.917427547679805	0.923255030748363	0.901431736895144	0.890429658032637	0.913537988744442	0.925460746280089	0.881771518200764	0.913468774051512	0.91628717793092	0.921749049894674	0.92356797536347	0.920349735598127	0.899207499903172	0.931907937622462
