species	MF17_V0	MF53_V0	MF26_V0	MF44_V0	MF08_V0	MF57_V0	MF39_V0	MF48_V0	MF04_V0	MF40_V0	MF31_V0	MF13_V0	MF37_V0	MF55_V0	MF19_V0	MF46_V0	MF28_V0	MF02_V0	MF20_V0	MF11_V0	MF59_V0	MF06_V0	MF24_V0	MF60_V0	MF15_V0	MF27_V0	MF45_V0	MF10_V0	MF01_V0	MF49_V0	MF58_V0	MF14_V0	MF41_V0	MF23_V0	MF47_V0	MF29_V0	MF56_V0	MF38_V0	MF30_V0	MF21_V0	MF03_V0	MF52_V0	MF16_V0	MF34_V0	MF25_V0	MF07_V0	MF43_V0
Anaerotruncus_colihominis	2.31370380292488	-2.32524249234982	-2.9652424111591	2.20678480104377	4.08579826216153	1.15887798372869	-0.513800618532556	-3.87721799503483	0.165325646675738	1.80637417313093	-1.16101130211993	-2.89183360079798	1.70931485829089	-3.47232241423786	0.28122709414712	-3.60381233030715	-3.84554850388899	-2.17109439276809	0.661305517055604	2.2537009450047	-0.0986091309763538	0.0654893368693195	-0.289678040602301	-1.89006317198268	0.932475749070589	0.912872640592241	-3.28490465009856	1.50032134465318	1.49210261202076	-0.602758586964232	-3.00931771047584	-3.92760978345237	-3.07910877288295	-2.50634707867752	-3.29867898802947	-3.26777420483474	-1.26939366352843	-1.08882687222513	0.637388406421799	-2.76050144250235	-1.89619883262636	-1.91529428777379	2.48876727605932	-2.44152787483246	3.38249526356271	3.05034810238931	0.929248178676807
Bacteroidales_bacterium_ph8	-3.31054004646361	-1.78471617775801	-2.42471609656729	4.41042994618291	-3.51817019215924	1.31804217193614	0.543014541457093	4.93178827028559	-0.577669339611775	4.72157249035839	4.88831864569598	-2.35130728620616	-2.59025780922867	-2.93179609964604	-3.2189128746179	0.675224449968649	0.656351544798118	-1.63056807817628	4.20617608859149	3.83975247100948	3.67484656705324	-3.36261549265707	4.088315852276	-1.34953685739087	-3.31260688613989	-3.49074154002728	1.95998589353365	2.85293351884378	1.1771672742548	-3.010246578398	-2.46879139588402	5.32039871242573	2.31259492941652	1.6851931848931	-2.75815267343766	2.42051868524966	-0.728867348936616	-3.93291047567523	-3.26250731268182	3.38040832265023	-3.25746783011194	-1.37476797318198	-2.92662327148218	4.77603046332592	4.973251313985	2.35733411013563	3.4991412429937
Bacteroides_caccae	6.64787253104981	-3.0237307926466	-0.186745818589949	-3.23129450787943	5.36921438147948	6.79554336374049	5.59610951272926	5.65095595257512	5.27360039366794	-0.776317198506435	-4.72612124384678	6.04104937601053	6.93427326269693	-4.17081071453464	6.55691696699938	3.89917448723259	6.59577672767312	0.325294644718459	4.89296098955105	5.09779707375177	4.77209560187822	6.1721974660651	5.24397092657499	-2.58855147227946	8.00735832024179	6.74170522624568	5.43846687287063	5.63863265207852	4.71396413917504	5.20305812268994	-3.70780601077262	4.02539920062839	5.80672295376974	6.14872379880657	6.72081205508452	5.95352070914394	-1.96788196382521	3.04250625936631	-0.666355551649087	2.93896399531295	6.26354718693534	-2.61378258807057	-4.16563788637077	4.1941814835761	-4.52214824845824	6.59838807912715	5.72918057004347
Bacteroides_cellulosilyticus	7.30429936721737	-3.11089599930692	-3.75089591811621	4.1435852595976	4.04992872403962	2.34778523162575	2.85731930789232	0.69074493980995	5.90659941666438	7.07314642667408	2.85466022802969	-3.67748710775508	1.60206932793729	-4.25797592119496	0.545985526696964	3.47074082203215	2.58299102452199	-2.95674789972519	2.39335667034101	3.52980505361306	1.73750098347577	1.10361286405678	2.92596022579247	-2.67571667893978	3.56470287516892	6.30235762255301	3.75757072478411	0.102988236218471	4.36529670967875	5.99064773233345	-3.79497121743294	3.74097632134331	4.50367320590405	0.846538420661913	3.3337128770883	-4.05342771179185	-2.05504717048553	-3.05424983550402	2.50987512413734	4.52942689904515	3.19366912454669	10.5429886540344	4.63433183732896	4.02975642320177	-1.41429378436362	5.49223752972752	3.13869583987128
Bacteroides_clarus	7.40591327277986	-2.9788654293134	-3.61886534812268	0.6632431832077	4.37189531564283	-1.31125338047716	-4.1478436052121	3.21010007624611	-4.53185771027016	-4.37243807224753	2.45434199435905	-3.54545653776155	2.61538403609351	5.94128566028587	-1.49089640056408	2.19199676622617	4.85597564773974	-2.82471732973167	-5.17039598093473	-5.03595338024382	1.54174137451977	-4.55676474421246	3.23735070989907	-2.54368610894625	5.84362797755316	2.82982036925197	-3.93852758706213	-1.68978082421094	-5.19003541323132	-4.20439582995339	-3.66294064743941	-1.67360393868846	4.84233512452785	-3.15997001564109	-3.95230192499305	1.17655732919819	-1.923016600492	1.97483490570899	-4.45665656423721	-3.41412437946593	1.90538254400377	-2.56891722473736	-4.12077252303756	-5.40404225826895	-4.47728288512504	4.17857566041044	-5.34629157492827
Bacteroides_coprocola	-4.62742088638138	-3.10159701767577	-1.73855461818741	-0.374824301658943	5.65290912448497	8.19829992728242	8.25724205679901	-4.65357252036078	1.01654212549103	1.26056472875461	-4.80398746887595	-3.66818812612393	-3.90713864914644	-4.24867693956381	-4.53579371453567	-4.3801668556331	7.22377912120778	0.136894041848122	-5.29312756929711	-5.1586849686062	-3.91110254105747	8.81524247542531	-5.64388675526226	-2.66641769730863	7.5870619814543	-0.0820029950029867	-4.06125917542451	5.72579192220469	-2.1740854308911	-4.32712741831577	-3.78567223580179	3.81187557076526	10.2101282716896	-3.28270160400347	-4.07503351335543	0.435190435140303	-2.04574818885438	-0.440131454236016	-2.5436371943153	-3.5368559678283	-1.70514359586365	-2.69164881309974	-4.24350411139994	6.28586375353945	-4.60001447348741	-0.755338084827205	4.95320257521167
Bacteroides_dorei	5.58144425024849	1.61087689888958	8.59149525625083	5.22206391470748	1.99328875525023	0.676072872294869	7.28128021502163	3.12203722826349	0.0320962320091192	4.09782334680791	4.57184015972644	1.99563572860351	-0.422312436559514	6.83071385968298	9.43020094381263	6.11718200365182	6.2619303187216	9.69207916839961	5.53624817431478	1.63093799792202	6.4365663195298	5.84920080035873	2.72957592130265	3.13155025061479	6.19024181465558	1.13413568874522	-0.644617668093022	2.3746250656483	3.8454119850854	8.19118545003504	0.479170058834723	1.53099321421671	5.95519943590317	5.05272844981427	2.10137339251208	3.24434059158341	-2.1294176277126	-0.491956522100602	7.13242084958496	3.29330612326373	7.2340535090118	-0.142792674848288	6.44296614062657	4.17569790813845	8.5012070333619	0.919012530226849	-0.279877379044785
Bacteroides_eggerthii	-5.71904365002564	-4.19321978132003	-4.83321970012931	7.66330301948105	-5.92667379572127	-3.65466046799146	-3.458239597699	6.27501480263336	8.46708177331007	-5.58679242425416	6.52468873708554	0.888094809191097	-4.99876141279069	-5.34029970320806	-5.62741647817992	5.00625574696178	-1.84077521632466	-4.0390716817383	-6.38475033294137	-0.611158333591377	5.25061133756501	-1.20592474825215	4.01192702676101	-3.75804046095289	0.88689824057427	1.45015973919928	-5.15288193906877	3.09153024131419	5.56400598703987	-5.41875018196002	-4.87729499944605	-0.17093400168007	-4.94708606185316	-4.37432436764772	8.07723512305713	0.307629209502285	-3.13737095249864	-1.29164695056742	-5.67101091624384	-4.62847873147256	3.35285457331791	-3.783271576744	-5.3351268750442	-6.61839661027558	-5.69163723713167	-2.86107032173876	4.84527198080679
Bacteroides_faecis	7.65525699489005	-3.28391857446973	1.14512815155795	0.0445915717055539	-1.15080013398904	1.85033225716348	-4.45289675036843	-2.26391124190315	-2.94924730409277	3.69391899442219	1.41300612755558	-3.85050968291788	-0.357248843212452	-4.43099849635776	-0.449442525735915	3.55723771814823	0.793587268986393	1.28700285628341	1.50657353811803	-1.67617967782345	-5.7854630163576	-0.372005013811121	-0.683843593456532	-2.84873925410259	3.13491224329332	0.837515777488404	1.90563536607832	2.01637281084582	1.50933040686769	0.873686871149955	-0.0359939665298658	-0.0391647240489472	-4.03778485500286	1.93302934879768	3.90893425254999	1.91638661833748	-2.22806974564834	-0.330235783412798	-0.288593046090259	1.27156780611561	-4.75667022682366	-2.8739703698937	0.447230240942087	1.24855567334628	-1.45924517222589	4.30224174011939	1.64633556678276
Bacteroides_finegoldii	-4.99485189849362	9.11277262263221	-4.1090279485973	6.08940586149284	-5.20248204418925	4.64267543310172	0.469219215858989	6.55608209269193	-5.02202031074478	-4.86260067272215	2.5638891665469	-4.03561913823617	-4.27456966125868	7.44384115848893	-4.90322472664791	-4.74759786774534	5.32566796851297	-3.31487993020629	5.50082662108975	-5.52611598071844	-5.97057247167589	6.17778059213829	4.95606929981757	-3.03384870942088	-4.9969187381699	-5.17505339205729	-4.42869018753675	4.26547543752059	-5.68019801370594	-4.69455843042801	-4.15310324791403	3.62135335876492	-4.22289431032115	4.85707930712115	-1.74252744239836	3.9671709253736	-2.41317920096662	-5.61722232770524	-4.94681916471183	-3.90428697994055	-4.94177968214195	-0.63114544276222	-4.61093512351218	4.6658581285803	5.07764630543804	5.76648169263131	3.1363358496682
Bacteroides_fragilis	3.8512623183246	7.4754714901239	-3.68700173371191	4.39078218689406	3.51534063472536	-0.0874779488550453	0.403659020546581	-4.59897731758764	-4.59999409585939	6.3404036095344	4.72741094661967	8.39779612405842	-3.8525434463733	3.63782707077159	4.44117193658725	2.24413068578263	-4.5673078264418	6.17865748665608	0.609601245845098	5.38813264976607	4.55276759657162	4.57854423394961	2.8377136092951	10.8523079057067	4.08525408246262	-4.7530271771719	9.38138461980859	4.63983204328227	3.53553467246126	5.78312495905582	6.29103660961579	-4.64936910600518	-3.80086809543576	-3.22810640123032	-0.399853703754363	-3.98953352738755	9.06602692925316	-5.19519611281985	5.68635000178264	2.35567206829414	6.36231452652848	8.88742825934364	6.43806044055277	0.496549759726962	4.07446228874988	2.7107719994549	1.97393599979413
