gene	TCGA-BH-A1FE-06A-11R-A213-07	TCGA-E2-A15E-06A-11R-A12D-07	TCGA-E2-A15K-06A-11R-A12P-07	TCGA-BH-A18V-06A-11R-A213-07	TCGA-AC-A6IX-06A-11R-A32P-07	TCGA-BH-A1ES-06A-12R-A24H-07	TCGA-E2-A15A-06A-11R-A12D-07	TCGA-E2-A10A-01A-21R-A115-07	TCGA-D8-A1JJ-01A-31R-A14M-07	TCGA-C8-A274-01A-11R-A16F-07	TCGA-D8-A1J8-01A-11R-A13Q-07	TCGA-D8-A1JF-01A-11R-A13Q-07	TCGA-D8-A146-01A-31R-A115-07	TCGA-D8-A1JK-01A-11R-A13Q-07	TCGA-D8-A147-01A-11R-A115-07	TCGA-D8-A1J9-01A-11R-A13Q-07	TCGA-D8-A1JA-01A-11R-A13Q-07	TCGA-D8-A1JE-01A-11R-A13Q-07	TCGA-D8-A1JD-01A-11R-A13Q-07	TCGA-D8-A1JB-01A-11R-A13Q-07	TCGA-D8-A1JG-01B-11R-A13Q-07	TCGA-D8-A1JH-01A-11R-A13Q-07	TCGA-D8-A1JI-01A-11R-A13Q-07	TCGA-D8-A4Z1-01A-21R-A266-07	TCGA-D8-A1JC-01A-11R-A13Q-07	TCGA-D8-A140-01A-11R-A115-07	TCGA-C8-A27A-01A-11R-A169-07	TCGA-E2-A106-01A-11R-A10J-07	TCGA-E2-A105-01A-11R-A10J-07	TCGA-C8-A8HQ-01A-11R-A36F-07	TCGA-D8-A73X-01A-11R-A32P-07	TCGA-C8-A27B-01A-11R-A169-07	TCGA-C8-A8HP-01A-11R-A36F-07	TCGA-E2-A108-01A-13R-A10J-07	TCGA-C8-A3M7-01A-12R-A21T-07	TCGA-C8-A3M8-01A-11R-A213-07	TCGA-E2-A107-01A-11R-A10J-07	TCGA-D8-A1JL-01A-11R-A13Q-07	TCGA-C8-A8HR-01A-11R-A36F-07	TCGA-D8-A142-01A-11R-A115-07	TCGA-C8-A278-01A-11R-A169-07	TCGA-D8-A143-01A-11R-A115-07	TCGA-D8-A145-01A-11R-A115-07	TCGA-D8-A141-01A-11R-A115-07	TCGA-E2-A109-01A-11R-A10J-07	TCGA-D8-A73W-01A-22R-A352-07	TCGA-D8-A13Y-01A-11R-A115-07	TCGA-D8-A73U-01A-11R-A33J-07	TCGA-D8-A13Z-01A-11R-A115-07	TCGA-C8-A275-01A-21R-A16F-07	TCGA-D8-A27P-01A-11R-A16F-07	TCGA-D8-A1XL-01A-11R-A14M-07	TCGA-D8-A1XK-01A-21R-A14M-07	TCGA-D8-A1XM-01A-21R-A14M-07	TCGA-D8-A1XO-01A-11R-A14M-07	TCGA-D8-A1XQ-01A-11R-A14M-07	TCGA-D8-A1XJ-01A-11R-A14M-07	TCGA-D8-A1XG-01A-11R-A14D-07	TCGA-D8-A27H-01A-11R-A16F-07	TCGA-D8-A1XD-01A-11R-A14D-07	TCGA-D8-A1XF-01A-11R-A14D-07	TCGA-D8-A27G-01A-11R-A16F-07	TCGA-D8-A27F-01A-11R-A16F-07	TCGA-D8-A1XR-01A-11R-A14M-07	TCGA-D8-A1Y2-01A-11R-A157-07	TCGA-D8-A1XW-01A-11R-A14M-07	TCGA-D8-A1XY-01A-11R-A14M-07	TCGA-D8-A1Y1-01A-21R-A14M-07	TCGA-D8-A1XZ-01A-11R-A14M-07	TCGA-D8-A1Y3-01A-11R-A157-07	TCGA-D8-A1XV-01A-11R-A14M-07	TCGA-D8-A1XS-01A-11R-A14M-07	TCGA-D8-A1XT-01A-11R-A14M-07	TCGA-D8-A27E-01A-11R-A16F-07	TCGA-D8-A1XU-01A-11R-A14M-07	TCGA-D8-A27I-01A-11R-A16F-07	TCGA-D8-A1XC-01A-11R-A14D-07	TCGA-D8-A27W-01A-11R-A16F-07	TCGA-D8-A1JU-01A-11R-A13Q-07	TCGA-D8-A1X5-01A-11R-A14D-07
641371	9.54674864	9.860797717	8.711917122	7.736435757	9.444966203	9.093698549	8.310258312	8.415406297	8.938820645	8.979181653	8.231911877	9.221551356	9.465454576	9.976296753	7.812050202	8.622007879	8.516148344	8.502930035	10.0080962	8.203109614	9.5402226	8.702958074	10.32703194	9.080751719	8.594336175	9.126923312	8.87509596	8.898682097	8.559499843	9.994304639	9.598898509	7.791612236	9.177050719	8.748435068	8.638934707	9.226733211	10.01778623	7.475609419	9.223393105	8.102437679	8.752435844	8.805370496	9.197109532	9.220724871	9.745813461	8.44116764	7.221209119	9.376462304	9.780609481	8.369828072	9.614525631	9.699762602	7.323011513	9.410080083	8.143999449	8.45907213	9.094435081	7.675560502	9.368734306	9.535715895	8.274040301	9.137805505	8.92858677	8.374042672	9.241669797	8.159896054	8.879360549	8.552390137	8.688818532	9.445374129	8.787934546	8.235795498	8.403389163	9.626234692	10.01915521	9.536198251	8.12016788	9.23063198	9.149773281	10.01013238
10965	8.71659211	9.223060962	8.193183804	7.44821379	8.625304832	9.215757455	7.954502269	7.939017894	8.029636745	8.401560074	7.870899774	8.727679532	8.837281645	9.053425534	7.700153925	8.257745643	8.088135235	7.818180148	9.07223365	7.856919727	9.796736446	8.154556375	9.590670503	8.772417184	8.669639809	8.657028273	8.643148374	8.625928335	8.331605802	9.622493714	8.030004945	7.349601473	8.750175695	8.580922563	7.559675351	8.704825981	9.685588575	7.487449368	8.905224223	7.762892913	7.898210167	8.656433444	9.042290843	9.10153505	8.861239855	8.168869143	7.141389872	9.111953314	8.369922707	8.007037362	9.102913708	8.90400834	6.577347249	8.5935211	7.869139141	8.356977451	8.518336062	7.532200835	8.979104466	8.66201639	7.925759147	8.178747502	8.064430753	8.371866361	8.690608106	7.329189987	8.13225294	8.169383889	8.441607555	8.745656175	8.290987386	7.833487217	7.970117398	8.961705508	8.751284953	8.942838489	7.980425232	8.776584368	8.426339404	9.138149672
122970	6.148675876	9.554657532	8.871897539	6.958890223	7.99048466	8.517160714	8.199645846	7.152550537	7.573084389	8.283584296	7.518974112	9.078042435	8.476894414	7.861498868	6.423968036	8.31220137	8.316118583	8.340270282	8.196982205	6.944284533	7.28273632	7.905883965	8.967523415	7.854613474	8.331489362	8.325794292	8.191820224	8.719388136	8.365649674	8.876411043	9.342374957	5.968152976	7.099171046	7.943955894	6.113565073	9.339701496	8.630710879	6.122912872	8.52235437	6.935236962	7.198284924	7.769107222	7.911148672	8.067104103	8.683562073	8.093587641	7.31680013	7.358482419	7.848120257	7.476631999	8.257220461	7.953737833	4.985664364	8.719807706	7.285540933	6.974922742	6.568465396	7.762929445	7.564590045	7.987323709	6.874826469	4.483241809	6.043974365	9.082239007	8.044310506	4.916127871	9.462625985	9.161507061	7.208499702	8.302113838	8.212977325	8.178732067	6.972823593	8.093383758	7.919121349	7.482127885	7.501821265	8.271348635	8.146755508	8.900649784
641372	1.930548119	4.309787369	1.885379129	0.660563586	0.654252213	4.40315863	1.498506189	1.197299271	0.912573226	1.802937642	1.674099029	4.223607895	0.439357178	3.108290261	0.417271945	1.033229161	4.062605293	2.544732656	2.915979737	1.698396303	2.742372768	1.185549435	3.058333815	1.610274844	2.245708613	1.122606463	1.184280294	1.061154063	1.957766051	3.102019778	4.37186549	0.606063145	2.822995212	3.270618641	1.720978845	2.600911971	2.312345701	1.302582266	2.738767837	1.374955996	1.871055075	0.812785709	1.144503259	1.896426865	2.408983529	0	1.673692094	1.783121349	1.530720009	1.978927776	1.750220591	2.329869872	1.060808317	2.146752962	1.418351888	1.281609238	1.772181269	1.111231673	0	2.169411952	1.784964567	1.3887957	0.857821792	2.39239986	2.10701825	1.488360757	4.724983079	2.723427501	2.527545816	3.833335409	2.203639694	1.860128514	1.041453272	2.628353671	2.553974808	1.604166235	2.035659097	0.795933147	1.807025125	1.855232283
11332	8.920815813	7.581831764	8.338369145	8.527044524	8.342533412	9.919761065	9.975642796	9.306855067	9.657371869	8.346232258	7.626865457	6.662449062	8.37692717	9.902084134	9.669614477	9.778122644	7.065983676	8.111643263	8.88020522	8.209689734	9.329551721	8.135067433	6.295440187	7.713570041	9.260481132	8.394708339	9.227826497	9.037403364	9.546498822	9.08224087	8.470147181	8.731014166	10.71047619	8.742619671	7.47707338	8.214319121	8.43100527	10.38181524	9.136541834	10.12481638	9.458162555	10.47126267	8.348103146	8.754571544	10.16611286	8.623495988	9.844084935	8.615302258	10.07295443	10.20261986	7.763624696	9.432446483	9.396319425	8.69339879	7.820145767	8.998946053	9.290134074	10.22509836	8.983014388	9.034662251	9.769002557	9.238662204	8.206081515	8.252755302	9.319173526	8.358161942	8.66353818	9.121974029	10.7748293	10.1467256	9.010341236	8.041435202	8.905697174	9.653829791	9.463673744	8.237386372	9.835663112	10.27385992	7.663998495	9.54019896
10005	8.926090177	8.699910749	8.496541443	8.702796737	8.412091762	8.604648479	9.3854168	7.874219699	7.84243772	8.252911379	8.04537744	7.929452531	8.089238597	8.776757397	8.588390836	7.422744313	8.122697564	8.404926107	7.827014904	8.186147923	8.301566613	7.468951437	9.098138175	8.372243458	8.015042552	8.233525731	8.929220528	9.011343841	9.060089548	8.163519362	8.384591666	6.997299183	8.414617169	8.015875526	8.672151628	9.265780754	7.731055588	6.893280899	8.365507517	8.7428406	8.866252733	7.807593205	8.136724073	8.018127277	8.32582037	8.53957721	10.20009123	7.961890684	8.006442219	8.076578334	8.031038934	8.547024837	7.456197507	7.761214786	7.605391361	8.631189427	8.47029485	8.00982414	9.280758245	7.310831782	7.79126319	8.057606772	7.995497521	8.481102331	8.241672419	7.846905706	7.796720387	8.399298008	8.399911054	8.275487152	7.90652206	8.465967936	8.165360776	7.814065214	8.171427527	8.397221113	7.81771726	8.545923979	8.02108602	8.86543697
23597	9.193609875	7.804769281	6.102229794	8.997650891	8.258532115	7.787526496	8.821805546	8.34399846	9.784067143	6.29867481	9.469135666	9.085759509	8.623436728	9.680421766	8.710609126	9.047825998	9.194876992	8.590691459	8.878719518	8.603659723	9.790006478	8.560231938	6.302509155	8.561255864	8.361350788	7.752736551	8.417987498	8.309202568	7.464676434	8.277567774	8.690116037	9.090068212	9.839336554	8.946093342	9.090883328	8.313185527	7.894968087	9.734201031	8.89864129	9.995279152	9.297578456	9.438068661	8.171569638	9.145551621	8.554810227	8.929619703	8.769858996	9.199637258	9.916151464	9.309966946	8.4677437	8.917936515	9.856329813	8.838419543	8.76427084	7.852530758	11.00252448	7.830676184	9.619774483	8.790103764	6.125960997	9.292534685	10.17260102	8.422154774	9.232178419	10.08353491	8.888443417	8.637996703	8.476545326	9.199628671	7.764097302	8.167043247	9.776406547	7.912095935	8.403577057	8.388074992	7.28953295	7.496908888	9.05381513	8.647929294
51	10.38609927	10.59503616	10.60885553	9.643472743	10.90198152	11.44501557	10.70073898	10.24456078	10.68098262	10.49743852	10.57066936	11.43835394	10.54418146	10.67592079	11.013385	11.1156606	12.1647323	10.73013248	10.72308827	11.01411527	11.61671029	10.4258989	10.90514779	10.44270178	10.47218281	10.05872452	10.47322944	10.92873872	11.47699281	10.13467864	9.811546972	11.07532959	9.997770554	10.95619949	9.722520671	10.17329736	10.38304553	11.3570093	10.20854494	10.66553525	10.40470721	10.81921368	10.60779597	10.57263382	11.06122982	10.15779471	9.727509875	9.912901608	10.40477532	10.85258186	10.59307024	10.71706495	10.54173939	11.15692278	10.48139835	10.98814478	10.16667039	9.994564451	10.94724659	10.3299137	10.51269385	10.78611228	11.27257106	10.86978999	10.81924346	10.74339438	10.93859867	10.25749852	10.16353961	9.996602994	10.5494782	10.95890573	12.14766797	10.98355721	10.28156264	10.42253325	10.67704235	11.81430676	10.42646951	11.87663109
8309	8.534386543	7.714516856	8.837257673	4.133456668	6.580012789	6.182579086	6.835187637	6.918139324	4.855152532	10.68656627	8.597938942	9.852600043	6.897137545	7.858539931	5.633344018	10.26191226	11.76077084	10.58039793	7.250948313	6.104584078	7.772016931	7.905883965	9.808664185	8.02064165	6.56329086	6.254616717	7.555038473	11.26204057	8.919856388	6.534872455	5.983679975	5.478706532	9.599397396	9.056860943	9.098674571	6.934673359	7.797581122	5.23527136	7.687711602	6.88100258	10.34183023	8.574340726	8.124363292	7.459012684	8.619492979	10.61806628	10.44429663	6.694206035	8.071549243	10.09729409	6.957978423	7.031348876	6.071565332	9.260547466	9.021189038	3.384795835	9.461194359	7.349249377	4.095232435	6.988035896	4.502400621	5.492724862	3.914487986	7.54891128	8.318443388	5.713239402	5.878531629	6.897557493	5.22670889	4.568147662	8.987093437	9.023380396	6.290088906	9.592193142	7.681986802	8.283998608	8.694175036	6.504874589	7.908694039	7.585866156
8310	8.512335938	9.078781399	10.30076094	8.903691482	8.827418926	8.397516773	9.561954238	9.072271975	9.598377489	9.520635376	9.451183494	8.625495528	9.906445997	9.875254036	7.707118203	8.837839828	7.896452296	7.859402469	10.1406469	9.448895378	9.368470667	9.561243069	8.783997105	9.824839439	9.781436437	9.393405689	8.783077137	9.630707785	8.875256954	9.018440005	9.720012485	7.786504884	10.33765256	9.3742566	9.49414436	11.36890653	9.978615944	9.037816525	10.11325316	9.996029808	7.549926332	8.518881687	10.78175599	9.161074426	9.378986447	8.684871674	7.412645208	8.604482807	8.303688522	9.15255941	10.26711966	8.09284222	6.312411053	9.613187218	8.982748068	9.826170445	9.1102865	8.620502104	8.333123141	10.95208803	7.614603846	9.448398827	8.94215056	8.33436313	8.572724855	8.523031825	9.10564901	9.254585068	10.09660514	10.02309813	9.325061649	9.786866515	9.015237458	9.831670801	9.203855488	10.25837924	9.034722219	8.68750971	8.853054683	9.369881932
55289	1.266636643	1.090785697	2.33393889	2.420994335	2.241687671	4.301477904	1.902382351	2.286703756	0.912573226	1.074710934	1.067363367	1.598889207	3.021479727	1.280600049	3.423228547	1.033229161	0.85806059	2.316667104	1.145677455	2.05088474	3.402244655	1.827371923	0.470719061	1.610274844	0.806117796	2.783875677	1.925809578	0.786094468	2.758985343	2.361178811	1.039559557	0.606063145	2.551146837	0.899252985	3.252506491	1.222371811	1.215554355	1.302582266	2.42368573	1.643763854	3.365006576	2.818175673	2.898556647	1.433920884	2.133300476	2.11919015	5.081279968	3.92237865	0.855750557	2.082770704	0.479230561	2.034955189	1.99526742	1.039068188	0.354790649	3.261049335	1.327572404	1.111231673	1.610841774	0.523361219	1.457961944	1.556993385	1.392042598	5.607419092	0.412293771	0.379620962	0.41196851	0.617110375	4.713217403	0	1.021763974	0.369941022	1.215864939	2.817029686	0.653702091	1.7362585	0.528971317	5.163764383	0.392207499	2.640667197
52	10.10436851	10.24889911	10.68179201	10.46961068	10.87723796	10.93076978	10.73668266	10.51238305	10.98766265	11.29008314	11.61384203	10.96326234	10.22109792	10.80356723	11.35720685	10.61107645	10.75870775	10.75817682	10.43534939	10.69650596	10.85233217	10.22821275	10.76468353	10.30864438	10.84876282	10.38769103	11.09081361	9.957799417	10.73352602	10.51614155	10.42266328	11.31047799	11.19924058	10.02648305	10.64422529	10.96996205	10.76583746	10.4479429	9.957916194	10.56631305	11.33089112	11.15757993	10.50038212	10.31820136	10.748076	10.70265044	11.46870763	10.39172584	10.59879469	11.06191448	10.1703009	11.48832701	11.96183036	10.2072229	10.79475977	11.17901776	10.4648017	10.6497094	10.57904897	10.3842655	10.82930072	10.9451077	10.82751253	10.35213349	11.06357891	10.42412334	10.81965621	10.0778589	10.88522666	10.92718039	11.17375146	10.97533505	11.16348879	10.67037335	11.10642115	10.46079969	10.61703634	10.31279244	10.28480733	11.17213638
53	10.18977466	10.10039256	11.18844791	10.62410958	9.551945648	9.87677001	10.16838129	10.70070716	9.830947396	9.516827538	10.46588409	9.940343552	10.08065726	10.87668101	9.722124779	10.77773104	10.34522504	9.805145876	10.2275423	10.27039368	9.989336166	9.994067981	10.34682717	9.41603408	9.412953385	10.20164501	9.554653887	11.68737297	9.856864496	10.82393815	10.35605696	10.34184057	10.41609553	10.74736986	9.290774796	10.78414405	11.0554673	10.38128651	9.968641164	10.48629816	10.05556281	10.34015153	8.441493854	10.31048827	9.283840535	10.53106842	10.54467017	10.71207065	10.72401786	9.957440614	10.47150625	10.47696072	10.30956059	10.09412507	9.893549999	10.36592914	9.925845323	9.206605132	9.98402875	8.67750789	10.07081502	9.994494871	9.935108019	10.17470377	11.09816897	9.258664016	10.06615769	10.36446431	9.497642501	10.89765308	9.552916505	9.452043307	9.970368659	10.25495112	9.943486091	9.929338605	9.870207648	9.638569135	9.989564945	10.2040518
54	9.202244329	9.692380641	11.36959642	10.30486271	8.415865543	8.072419372	10.06809035	10.57578995	10.06286645	10.27335282	9.561978478	11.24769668	10.96110526	10.19379687	9.982484693	10.17054027	8.547817644	10.3520761	9.549958859	9.807395819	10.39536147	9.660456804	11.18039331	9.051743496	10.57558198	11.4867932	9.548292888	13.25054384	9.306908825	10.71894619	10.79368678	11.04417285	11.38508213	11.57476101	8.205995042	10.59438685	10.86940268	10.94743327	9.112849711	9.986618279	11.14527368	8.789424094	10.09249157	10.50921375	10.49581117	10.89640832	9.417876138	12.53534702	10.40793138	11.2349599	10.07074902	9.936196672	9.996762423	10.13225294	9.477890187	10.79199432	9.491164646	11.00585209	7.965257316	6.947718749	8.680149214	9.818955504	9.790873343	9.693577036	13.0450043	9.892565129	10.24022619	10.07963905	9.890470557	11.55225131	11.02224664	10.00772924	10.58498335	11.0929448	8.873574534	10.66675588	11.46706444	10.73018879	10.60462383	11.23041565
51205	8.292220387	8.278934921	7.63207114	7.991445316	9.064639577	10.05087604	7.503200832	8.480837045	7.039991561	9.383382674	7.252338069	8.634994324	8.758830485	8.327285861	7.667202395	8.054103934	7.766096201	9.075200745	7.148641307	8.102980875	7.246324472	8.539627611	8.604029427	8.833750945	6.014058421	8.759875204	7.634794355	7.924463959	7.68065278	8.358613402	9.048489871	7.14929392	7.938200503	7.811338084	8.054000797	9.00506308	8.122496719	8.047240632	6.919435433	7.718099917	7.404731152	7.907373818	8.171569638	8.670298275	8.679233413	9.165310272	7.333223345	9.196038216	8.012456936	6.708185856	8.992298821	7.955539486	7.081194737	9.286976764	8.126834026	9.930565416	6.839653536	8.503912377	6.845638076	8.02898126	6.585664141	7.73280509	6.80746956	9.227705944	8.577729799	7.117254521	8.122021413	8.743271922	7.463504756	8.223563974	8.907294794	8.769782977	7.577124395	8.679120437	8.104811539	8.463867228	8.160920692	8.328633643	8.943713028	8.14404994
92370	8.817826602	9.580437786	7.527973458	8.347069429	9.545313766	8.169408945	8.293568208	8.339685687	9.15447739	9.533076606	8.338296488	8.628668626	9.373207524	7.757332	9.484080717	9.881384574	6.761947421	9.062977853	9.987786983	8.646325412	8.613460194	8.720499423	7.901076859	8.835373045	9.047061185	8.54930876	9.641802856	7.796342072	8.930320433	8.966679343	9.035004969	9.496819032	7.345435409	8.561233712	8.201178537	8.385143246	9.003000895	9.118708822	9.040542068	8.94203558	10.880249	9.123721542	9.259234112	8.74086349	10.26690457	8.716759112	8.458670724	8.690555729	8.975258162	7.495571256	9.335381645	9.670443104	8.969155384	9.083221348	9.449981824	8.607257437	9.472889412	8.613395731	10.36164863	8.361840282	7.887949853	8.805494966	9.514165667	8.653830687	8.289755174	8.633204137	9.633224484	8.726099264	7.924456239	9.023609384	8.85045972	9.60173161	9.389353851	9.517072505	8.404797559	8.343462455	8.866966688	8.397444896	9.400429271	8.061625549
55	7.671095186	3.52933372	5.429672868	5.04176427	6.410349585	3.686948674	4.731031142	6.628712364	6.887057294	3.863224853	6.349186557	8.371423386	5.507788299	7.049922588	3.281119573	7.617999263	6.925179365	4.081271446	3.792064047	4.436821458	7.680370777	5.071505267	4.004141797	5.059013428	4.738778643	4.497331335	6.651196671	5.497832681	4.735576331	5.485204609	4.830128535	3.70124962	5.079454916	5.044717597	6.810192436	5.056006855	3.830164037	4.178858027	4.273113013	4.368398201	6.750243374	6.42185108	5.056761253	4.765974913	6.070492374	4.277583116	9.169814791	4.459346366	7.089823322	7.263898261	5.983077967	2.717341926	2.557704163	4.002846513	5.580118343	4.160863731	6.094580232	3.061551569	3.808426241	4.06547753	4.33763974	4.913396884	4.710398703	4.918949081	4.633285887	5.202170851	3.532940288	4.298753612	6.063539613	4.529240004	4.362995812	3.330615763	5.868173119	4.191988953	6.521317762	4.687850146	3.234884476	3.756521631	3.330515377	4.618403123
93650	0.434561512	0.461109415	0	0	4.163989745	1.815493455	0	0	0	0.352306553	0	0	0	0	0.417271945	0.607200095	0	0.36109457	0	0.535157156	0	0	0	0.597698019	0.321350901	0	0	0	0	1.02467428	0	0	1.147502084	0.518535139	0	0	0	0	0	0	0	0	0	0	0	0.503959271	0	0.983093933	0	0	0	0	1.237380158	0.337654011	1.418351888	0	0.380729449	0	0	0.906582788	0	0	0.345736995	0	0	0	0	0	0	0	0	0	0	0	1.7193587	0	0	0	0	0
84519	4.915234054	6.749417614	5.864391699	6.131472191	5.301668119	4.010672438	5.862932375	4.562547724	4.287679139	3.890378594	4.211744261	3.551565235	4.933001301	3.026286616	4.230948459	6.336304814	4.039033084	4.006648107	4.699179584	5.019519565	4.632372923	4.969564958	4.570572222	4.764308996	5.389590902	3.583639424	2.880195729	3.811347718	3.533177083	5.381619085	4.812169603	4.787897337	6.979235396	5.689475293	4.621876049	5.898854083	5.018144529	5.74959058	5.5360529	4.475623198	5.497915689	3.977591329	4.348409487	4.765974913	5.325782152	5.993425287	6.821082598	5.999909829	5.542691412	4.954605792	3.766425548	5.378008673	4.042434221	5.07469381	4.906678985	5.360069245	4.035606316	5.691187966	3.404167422	4.962262121	2.865899024	4.622473581	3.750038318	3.700528497	5.871816548	5.72969687	5.521798281	6.180362721	4.773611344	5.446375347	6.620183162	5.207475128	4.846974635	4.552168005	5.321195741	4.955145385	5.272168795	7.995671627	4.515270908	5.057003964
93953	3.484563528	4.253921213	4.696227564	4.225899572	4.79077725	2.90294183	4.872602244	2.836408932	3.338895015	3.968929392	4.030185974	4.469951078	4.148275226	2.527245531	3.915329676	4.554668658	3.312984576	3.117562069	3.048741877	3.983659456	3.878911673	4.713376891	3.058333815	4.428336721	3.855381804	4.281386683	3.805251176	3.654206378	3.065537846	4.651792228	4.639625782	4.228810996	4.353605591	3.614215121	4.324011284	3.758441768	2.72678763	3.698018399	4.718043732	4.917264657	3.620187562	2.139011008	4.484666636	4.672793041	3.631500125	4.978122395	3.705613036	4.84976913	2.953749471	3.010940925	4.477457151	5.119758714	2.418081978	3.879029344	3.464263106	3.604403485	4.670075514	4.075344367	3.450089496	4.06547753	2.865899024	3.733538733	3.628960189	4.554674797	3.896610925	5.358505276	2.989120837	3.945916659	4.666199854	3.152102275	3.740366343	4.118293271	3.358944764	3.917422207	4.185620791	4.496213059	4.191554755	2.83491343	4.863750174	3.816640663
56	1.038787331	0.461109415	1.007482576	0.367818344	1.588900488	0.443606651	1.334167789	0.978122395	1.122076304	0.352306553	1.544633753	0.659741927	0.775682702	1.280600049	1.004537347	1.746226761	0.345850517	0.649661441	0.788685711	0.535157156	1.19761381	1.014069583	1.109293689	1.018990175	0.584000383	1.122606463	3.192825404	0	0.714575239	1.617768646	0.768671318	1.499373945	2.013676638	0	0	0.341074883	1.215554355	2.29610495	0.905427923	0.614662735	1.58183327	1.86710573	2.546610522	1.239703535	0.387252239	0.876644635	2.427767059	0.573665363	1.777829977	1.305095011	1.570511506	0.695637548	0.859651564	0.611077929	0	1.586692697	1.327572404	0.826680675	2.352899737	2.021870552	0.764600936	0.40457619	2.619248658	0.807354922	0.994507316	0.679784089	0	1.37923279	1.927327605	1.682168747	1.348005741	0.369941022	0.842938617	1.286762889	0.363563594	0	0	0.316609184	0.392207499	0.905119803
49	2.727680893	1.325731791	0.742954757	3.480614119	2.812395539	3.422125333	2.015247774	0.404140166	1.122076304	0.871685968	0	0.902729639	1.048236186	0	1.743299528	1.955350005	1.992550923	1.096059403	0	1.885379129	0	2.021017707	2.390585149	2.939696741	2.457147731	0.477677328	1.475863106	1.821832645	2.178109076	1.617768646	0.434988439	4.287841639	1.147502084	2.009956229	3.095232435	2.834569649	1.577005777	4.361508707	2.53652543	1.044324169	0.413918977	1.329525485	1.774544614	0	1.344601283	1.810813242	2.099463537	1.562376764	1.887174302	0.667574266	1.750220591	0.695637548	0	1.213253951	0.639324789	3.989475113	0.681584195	1.731487392	6.648028196	0	0	1.707568963	3.351289098	2.247988257	2.213751646	4.205971102	1.576667247	0.848477725	0.880489627	0.395720913	0.599508236	0.908274918	3.282543592	3.085237678	1.101986173	1.604166235	1.684504586	0.795933147	1.52326084	1.207268173
23205	4.294929471	0.461109415	2.33393889	2.16491497	1.840725061	1.28682202	2.308972403	2.769602498	2.512530314	0.871685968	1.402394751	5.295120552	2.189033824	1.948152272	1.227556261	2.300006547	1.78144365	2.04565265	1.874796966	3.183248295	2.742372768	2.344345625	0.825052902	0.597698019	2.245708613	1.566717754	4.845023295	2.978488533	2.758985343	2.849378827	2.175875851	2.135337857	3.338338835	2.525542733	3.853137358	2.779616935	1.991027447	1.563451034	2.53652543	2.658120062	2.498633833	0.462889938	3.362006918	2.610109447	3.068722396	2.251719093	4.123277166	2.294753066	1.659559273	3.010940925	2.05384119	1.921550584	2.557704163	2.522758841	1.811142174	1.586692697	1.63862995	2.921283979	3.450089496	2.643302088	2.72049737	1.707568963	3.564390364	2.16998912	2.727615551	3.368712484	2.105912698	2.723427501	2.455649427	1.941181449	1.613908779	2.075532631	2.061707085	1.592492917	2.240619629	3.148836512	0.915100173	1.788268083	2.657822903	1.457016363
81616	0.434561512	1.704827709	1.007482576	1.112032836	1.44429601	0.443606651	2.695214369	2.081646406	0.667483436	1.912994691	1.402394751	3.319935801	2.189033824	0.562181356	1.591009131	1.854554259	1.534061602	0.890018587	1.145677455	1.231002239	0.828712812	1.477262849	0	0	0.321350901	2.049526221	0.593592806	0.786094468	1.833537816	1.771378539	1.93164524	0.334568276	1.497178023	2.157140749	1.982874961	1.378511623	0.412076939	1.302582266	2.916113536	0.614662735	0.73508887	1.094168495	0.489131853	1.239703535	1.792189019	1.172615522	1.830011879	2.431649701	0.622742976	1.122208862	2.05384119	0.695637548	1.060808317	0.840845888	0.876880337	0.653060017	0	1.111231673	0.424814621	1.459011864	1.034427032	1.556993385	0.857821792	1.16998912	0.994507316	0.379620962	0.731965214	1.37923279	0.880489627	0.961030572	0	0.66402766	1.041453272	0	0	2.072483151	0	0	1.357270476	0.905119803
80221	9.621398431	9.324858521	10.45967218	8.283958802	8.713723992	7.488207292	8.081723623	9.439759215	8.412488977	9.076257914	7.660457338	10.96911559	10.23010596	9.722526819	10.03785385	8.524921291	10.61187504	8.764971415	10.14960665	9.29547279	8.527303794	9.691919353	7.980354395	10.18178313	8.023741603	10.55208547	6.979736138	9.750269841	7.742417234	9.284094184	11.25024215	8.136194463	10.2373737	9.066204117	8.844427711	9.938207414	10.42994271	8.309810102	9.59720674	8.657931487	8.303666606	9.092070244	9.07180208	8.836342653	8.545328634	9.459032363	8.187752409	9.438699758	8.88424685	11.48968191	9.434005358	10.81211103	6.365638302	9.487382237	9.53918305	7.538395377	9.04580907	8.25999036	10.61319219	7.747122845	7.234183224	9.51374674	6.972079148	10.29185654	9.725964856	8.165955641	9.379170829	10.0635384	9.369595165	8.970142713	9.101111633	10.20316579	9.456085566	9.696011381	9.134184225	9.902908376	8.852069709	9.107674271	8.936372046	9.86038571
